;artists;Title;Title language;Artist name language;Artist name language ISO;Artist name language FULL;Title language ISO;Title language FULL
48949;Claude Debussy,Walter Gieseking;Debussy: Préludes, Book 1, L. 125, L. 117: VI. Des pas sur la neige;['fr', 'french'];['en', 'english'];en;english;fr;french
48951;Claude Debussy,Walter Gieseking;Debussy: Masques, L. 110, L. 105;['fr', 'french'];['en', 'english'];en;english;fr;french
48953;Alan Mills;"J'ai Perdu le ""Do"" de Ma Clarinette";['fr', 'french'];['en', 'english'];en;english;fr;french
48956;Armando Sciascia;Intermezzo (Souvenir de Vienne);['fr', 'french'];['it', 'italian'];it;italian;fr;french
48960;Claude Debussy,Jacques Jansen,Jacqueline Bonneau;Trois ballades de François Villon, L. 119: 2. Ballade que Villon fait à la requeste de sa mère pour prier Nostre Dame;['fr', 'french'];['fr', 'french'];fr;french;fr;french
48961;Yves Montand;Donne-moi des sous - Récital au théâtre de l'etoile;['fr', 'french'];['fr', 'french'];fr;french;fr;french
48971;Yves Montand;C'est si bon - Récital au théâtre de l'etoile;['fr', 'french'];['fr', 'french'];fr;french;fr;french
48981;Jean Giono,Taos Amrouche;Le mystère de l'assassinat du frère;['fr', 'french'];['fr', 'french'];fr;french;fr;french
48996;Pyotr Ilyich Tchaikovsky,Fritz Reiner;The Nutcracker, Op. 71 - Pas de deux: Final Waltz;['fr', 'french'];['en', 'english'];en;english;fr;french
49005;Paulette Rollin;Trois petits mots;['fr', 'french'];['en', 'english'];en;english;fr;french
49012;Georges Bizet,Xavier Depraz,Leopold Simoneau,Choeurs Elisabeth Brasseur,Orchestre des Concerts Lamoureux,Jean Fournet;"Les pêcheurs de perles / Act 1: No.5 Finale: a) Scène et Choeur: ""Le ciel est bleu""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
49044;Odette Joyeux;Je fais un geste d'impatience lasse...;['fr', 'french'];['fr', 'french'];fr;french;fr;french
49070;Odette Joyeux;La tendre inquiétude de Claudine...;['fr', 'french'];['fr', 'french'];fr;french;fr;french
49097;Jean Debucourt;Le lendemain je me relevai poursuivi des mêmes idées;['fr', 'french'];['fr', 'french'];fr;french;fr;french
49119;Philippe Clay;Le noyé assassiné;['fr', 'french'];['en', 'english'];en;english;fr;french
49153;Philippe Gerard;Richard Ii Tableau 14;['fr', 'french'];['lb', 'luxembourgish'];lb;luxembourgish;fr;french
49254;Harry Belafonte;Sylvie;['fr', 'french'];['en', 'english'];en;english;fr;french
49271;Django Reinhardt;Blues En Mineur;['fr', 'french'];['en', 'english'];en;english;fr;french
49546;Serge Gainsbourg;Indifférente;['fr', 'french'];['fr', 'french'];fr;french;fr;french
49599;Gilbert Bécaud;Pilou pilou hé - (Nouvelle version de 1960);['fr', 'french'];['fr', 'french'];fr;french;fr;french
49684;Claude Debussy,Leonard Bernstein,New York Philharmonic;La mer, L. 109: No. 2, Jeux de vagues;['fr', 'french'];['en', 'english'];en;english;fr;french
49710;Georges Delerue;Retrouvailles à l'auberge de le Bécasse;['fr', 'french'];['en', 'english'];en;english;fr;french
49808;Martin Denny;Clair De Lune;['fr', 'french'];['cs', 'czech'];cs;czech;fr;french
49849;Salvatore Gambardella,Sergio Franchi,Wally Stott;Comme facette mammeta?;['fr', 'french'];['it', 'italian'];it;italian;fr;french
49853;Charlie Rouse;Merci Bon Dieu;['fr', 'french'];['en', 'english'];en;english;fr;french
49854;Michel Legrand,Agnes Varda,Corinne Marchand;La joueuse;['fr', 'french'];['fr', 'french'];fr;french;fr;french
49856;Oscar Peterson Trio;Reprise;['fr', 'french'];['en', 'english'];en;english;fr;french
50054;"Georges Bizet', ""Choeurs René Duclos/Choeurs d'Enfants Jean Pesneaud/Orchestre de l'Opéra National de Paris/Georges Prêtre"", 'Georges Prêtre', ""Orchestre du Théâtre National de l'Opéra Paris"", ""Orchestre de l'Opéra National de Paris"", 'Paris Opera Orchestra";Carmen (1997 - Remaster), Act I: La cloche a sonné....Dans l'air;['fr', 'french'];['fr', 'french'];fr;french;fr;french
50136;John Gary;I Wish You Love (Que Reste-T-Il De Nos Amours?);['fr', 'french'];['en', 'english'];en;english;fr;french
50202;Charles Aznavour;De t'avoir aimée - Remastered 2014;['fr', 'french'];['fr', 'french'];fr;french;fr;french
50207;Pierre Barouh;A l'ombre de nous;['fr', 'french'];['fr', 'french'];fr;french;fr;french
50465;Miles Davis;Tout de suite;['fr', 'french'];['en', 'english'];en;english;fr;french
50483;Serge Gainsbourg;L'anamour;['fr', 'french'];['fr', 'french'];fr;french;fr;french
50527;Jacques Dutronc;L'opportuniste;['fr', 'french'];['fr', 'french'];fr;french;fr;french
50590;Belton Richard,Musical Aces;I Cried for You (J'ai Brailler Pour Toi);['fr', 'french'];['en', 'english'];en;english;fr;french
50731;Michel Polnareff;Voyages;['fr', 'french'];['fr', 'french'];fr;french;fr;french
50806;Charles Aznavour;Les plaisirs démodés;['fr', 'french'];['fr', 'french'];fr;french;fr;french
50869;"Jacques Offenbach,Dame Joan Sutherland,Huguette Tourangeau,Chorus Pro Arte Lausanne Du Brassus,Radio Suisse Romande Chorus', ""L'Orchestre de la Suisse Romande"", 'Richard Bonynge";"Les Contes d'Hoffmann / Act 2: ""Belle nuit, ô nuit d'amour""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
50930;Alain Goraguer;Ten Et Tiwa Dorment;['fr', 'french'];['fr', 'french'];fr;french;fr;french
51283;Johnny Hallyday;J'ai oublié de vivre;['fr', 'french'];['fr', 'french'];fr;french;fr;french
51348;Genesis;Los Endos - Live in Paris;['fr', 'french'];['en', 'english'];en;english;fr;french
51408;Emmylou Harris;You Never Can Tell (C'est la Vie);['fr', 'french'];['en', 'english'];en;english;fr;french
51545;Herb Alpert;Aranjuez (Mon Amour);['fr', 'french'];['en', 'english'];en;english;fr;french
51560;Raffi;Y U Un Rat - Sur Le Pont D'Avignon;['fr', 'french'];['id', 'indonesian'];id;indonesian;fr;french
52016;Michael Hedges;Ménage à Trois;['fr', 'french'];['en', 'english'];en;english;fr;french
52025;Marc Lavoine;Elle a les yeux revolver;['fr', 'french'];['fr', 'french'];fr;french;fr;french
52031;Erik Satie,Pascal Rogé;Je te veux;['fr', 'french'];['en', 'english'];en;english;fr;french
52045;Jimmy Buffett;La Vie Dansante;['fr', 'french'];['en', 'english'];en;english;fr;french
52127;Francis Cabrel;Encore et encore - Remastered;['fr', 'french'];['fr', 'french'];fr;french;fr;french
52222;Roedelius;Brise;['fr', 'french'];['en', 'english'];en;english;fr;french
52252;Lyle Mays;Highland Aire;['fr', 'french'];['en', 'english'];en;english;fr;french
52298;Michael Jackson;Je Ne Veux Pas La Fin De Nous (I Just Can't Stop Loving You) - French Version;['fr', 'french'];['en', 'english'];en;english;fr;french
52449;Georges Bizet,Orchestre Symphonique de Montréal,Charles Dutoit;L'Arlésienne Suite No.1, WD 40: 3. Adagietto;['fr', 'french'];['fr', 'french'];fr;french;fr;french
52473;Francis Cabrel;C'est écrit - Remastered;['fr', 'french'];['fr', 'french'];fr;french;fr;french
52526;Luis Enrique;Date un Chance;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
52537;Georges Brassens;Chanson pour l'auvergnat;['fr', 'french'];['fr', 'french'];fr;french;fr;french
52684;Mylène Farmer;Désenchantée;['fr', 'french'];['fr', 'french'];fr;french;fr;french
52831;"Andrew Lloyd Webber,Mark Cassius,""Joseph And The Amazing Technicolor Dreamcoat"" 1992 Canadian Cast";Benjamin Calypso;['fr', 'french'];['en', 'english'];en;english;fr;french
52879;UB40;C'est La Vie;['fr', 'french'];['xh', 'xhosa'];xh;xhosa;fr;french
53027;Toadies;Quitter;['fr', 'french'];['en', 'english'];en;english;fr;french
53052;Francis Cabrel;Je t'aimais, je t'aime, je t'aimerai - Remastered;['fr', 'french'];['fr', 'french'];fr;french;fr;french
53063;Frédéric Chopin,Emanuel Ax;Introduction et Polonaise brillante in C Major, Op. 3;['fr', 'french'];['en', 'english'];en;english;fr;french
53126;Céline Dion;Je sais pas;['fr', 'french'];['fr', 'french'];fr;french;fr;french
53141;PJ Harvey;C'mon Billy;['fr', 'french'];['en', 'english'];en;english;fr;french
53143;Céline Dion,Jean-Jacques Goldman;J'irai où tu iras (with Jean-Jacques Goldman);['fr', 'french'];['fr', 'french'];fr;french;fr;french
53147;Secret Garden;Papillon;['fr', 'french'];['en', 'english'];en;english;fr;french
53205;Compay Segundo;Chan chan;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
53287;Joe Cocker;N'oubliez Jamais;['fr', 'french'];['en', 'english'];en;english;fr;french
53522;Dream Theater;Scene Two: II. Strange Déjà Vu;['fr', 'french'];['en', 'english'];en;english;fr;french
53573;Henri Salvador;Jardin d'hiver;['fr', 'french'];['fr', 'french'];fr;french;fr;french
53639;Paris Combo;On N'a Pas Besoin;['fr', 'french'];['en', 'english'];en;english;fr;french
53942;Tryo;Serre-moi;['fr', 'french'];['fr', 'french'];fr;french;fr;french
53963;Maurice Ravel,Alexandre Tharaud;Pavane pour une infante défunte;['fr', 'french'];['en', 'english'];en;english;fr;french
54027;JP Nataf;Mon ami d'en haut;['fr', 'french'];['fr', 'french'];fr;french;fr;french
54157;Rosario Dawson,Anthony Rapp,Wilson Jermaine Heredia,Jesse L. Martin,Idina Menzel,Adam Pascal,Tracie Thoms;La Vie Boheme B;['fr', 'french'];['en', 'english'];en;english;fr;french
54223;Steven Sharp Nelson;Clair De Lune;['fr', 'french'];['en', 'english'];en;english;fr;french
54351;Yelle;Je veux te voir;['fr', 'french'];['en', 'english'];en;english;fr;french
54569;"Igor Stravinsky', ""Orchestre de l'Opéra Bastille"", 'Myung-Whun Chung";The Firebird (L'oiseau De Feu) - Suite (1919): Finale;['fr', 'french'];['fr', 'french'];fr;french;fr;french
54739;Hollywood Undead;Pour Me;['fr', 'french'];['en', 'english'];en;english;fr;french
55466;Wet,Branchez;11 Hours - Branchez Remix;['fr', 'french'];['fr', 'french'];fr;french;fr;french
55516;Matilda Charpie;Fermez vos yeux;['fr', 'french'];['fr', 'french'];fr;french;fr;french
55556;BTS;Jamais Vu;['fr', 'french'];['fr', 'french'];fr;french;fr;french
55681;Johann Sebastian Bach,Andrés Segovia;Lute Suite BWV 996: Allemande;['fr', 'french'];['en', 'english'];en;english;fr;french
55701;Mistinguett;Moineau De Paris;['fr', 'french'];['en', 'english'];en;english;fr;french
55719;Joe Quartz;Message Suivant;['fr', 'french'];['en', 'english'];en;english;fr;french
55729;Smt. Angurbala Devi;Mon Mana Na;['fr', 'french'];['it', 'italian'];it;italian;fr;french
55851;Maurice Ravel,Robert Casadesus;Le tombeau de Couperin, M. 68: V. Menuet - Remastered;['fr', 'french'];['fr', 'french'];fr;french;fr;french
55879;Frédéric Chopin,William Kapell;Polonaise-Fantaisie in A-Flat, Op.61;['fr', 'french'];['lb', 'luxembourgish'];lb;luxembourgish;fr;french
55924;Sonny Boy Williamson I;Frigidaire Blues;['fr', 'french'];['en', 'english'];en;english;fr;french
55972;Claude Debussy,William Kapell;Suite bergamasque: Clair de lune;['fr', 'french'];['lb', 'luxembourgish'];lb;luxembourgish;fr;french
55976;Rashîd al-Qundarjî;Maqâm Gulgulî, suivi d'une pasta;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
55981;Colette,René-Maurice Picard;Vacances sur la Côte d'Azur;['fr', 'french'];['fr', 'french'];fr;french;fr;french
55986;Igor Stravinsky,Michael Tilson Thomas;Le sacre du printemps (The Rite of Spring): Seconde partie: Le sacrifice (Part II: The Sacrifice): Evocation des ancêtres (Evocation of the Ancestors);['fr', 'french'];['en', 'english'];en;english;fr;french
55997;Igor Stravinsky,Columbia Symphony Orchestra;L'Oiseau de feu: Apparition de l'Oiseau de feu, poursuivi par Ivan Tsarévitch - 1910 version;['fr', 'french'];['en', 'english'];en;english;fr;french
55998;Giacomo Puccini,Giuseppe Antonicelli,Metropolitan Opera Orchestra;La Bohème: Act IV - In un coupé?;['fr', 'french'];['co', 'corsican'];co;corsican;fr;french
56001;Igor Stravinsky,Pierre Boulez,Cleveland Orchestra;"Le sacre du printemps (1947 version): Pt. 1 ""Adoration of the Earth"", Adoration of the Earth";['fr', 'french'];['en', 'english'];en;english;fr;french
56015;Igor Stravinsky,Michael Tilson Thomas;Le sacre du printemps (The Rite of Spring): Seconde partie: Le sacrifice (Part II: The Sacrifice): Cercles mysterieux des adolescentes (Mystic Circles of the Young Girls);['fr', 'french'];['en', 'english'];en;english;fr;french
56024;Igor Stravinsky,Columbia Symphony Orchestra;L'Oiseau de feu: Apparition des treize princesses enchantées - 1910 version;['fr', 'french'];['en', 'english'];en;english;fr;french
56039;Frédéric Chopin,Byron Janis;Étude No. 3 in E Major from 12 Études, Op. 10;['fr', 'french'];['en', 'english'];en;english;fr;french
56045;Igor Stravinsky,Michael Tilson Thomas;Le sacre du printemps (The Rite of Spring): Première partie: L'adoration de la terre (Part I: Adoration of the Earth): Les augures printaniers, Danses des adolescentes (The Augurs of Spring, Dances of the Young Girls);['fr', 'french'];['en', 'english'];en;english;fr;french
56046;Igor Stravinsky,Columbia Symphony Orchestra;"Le sacre du printemps: Part 1 ""Adoration of the Earth"", Spring Rounds";['fr', 'french'];['en', 'english'];en;english;fr;french
56047;Igor Stravinsky,Eugene Ormandy;Stravinsky: Le sacre du printemps (The Rite of Spring): Le sacre du printemps: The Sacrifice: Ritual of the Ancients;['fr', 'french'];['en', 'english'];en;english;fr;french
56058;Igor Stravinsky,Columbia Symphony Orchestra;"Le sacre du printemps: Part 2 ""The Sacrifice"", Ritual of the Ancients";['fr', 'french'];['en', 'english'];en;english;fr;french
56060;Igor Stravinsky,Columbia Symphony Orchestra;L'Oiseau de feu: Berceuse (L'Oiseau de feu) - 1910 version;['fr', 'french'];['en', 'english'];en;english;fr;french
56078;André Gide,Jean Amrouche;Nietzsche et Claudel;['fr', 'french'];['fr', 'french'];fr;french;fr;french
56108;André Gide,Jean Amrouche;... et désillusions;['fr', 'french'];['fr', 'french'];fr;french;fr;french
56159;Colette,André Parinaud,Robert Casadessus;Le départ de M. Willy;['fr', 'french'];['co', 'corsican'];co;corsican;fr;french
56161;Bourvil;Nenesse d'Epinal;['fr', 'french'];['fr', 'french'];fr;french;fr;french
56163;Colette,André Parinaud,Robert Casadessus;Découverte de la capitale;['fr', 'french'];['co', 'corsican'];co;corsican;fr;french
56166;André Gide,Jean Amrouche;"Le scandale de ""Corydon""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
56168;Manuel de Falla,Isaac Stern;Suite populaire espagnole: I. El paño moruno;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
56186;Richard Rodgers;Dites-moi;['fr', 'french'];['en', 'english'];en;english;fr;french
56226;Maurice Ravel,Leonard Bernstein,Columbia Symphony Orchestra;Shéhérazade (3 Poems for Voice and Orchestra): III. L'Indifférent;['fr', 'french'];['en', 'english'];en;english;fr;french
56232;Claude Debussy,Claudio Arrau;Pour le piano, L. 95: I. Prélude - Assez animé et très rythmé;['fr', 'french'];['en', 'english'];en;english;fr;french
56297;Pierre Rochas;La Fricassée (Dance);['fr', 'french'];['gl', 'galician'];gl;galician;fr;french
56311;Libera Borderau;Coté Yo, Coté Yo: Mais Dance Song;['fr', 'french'];['co', 'corsican'];co;corsican;fr;french
56329;Chere Maman;Merengue--Chere Maman;['fr', 'french'];['fr', 'french'];fr;french;fr;french
56345;Gaetano Donizetti,Alfredo Simonetto,Orchestra Lirica e Coro di Torino della Rai;Bonsoir...;['fr', 'french'];['it', 'italian'];it;italian;fr;french
56385;Hector Berlioz,Concertgebouworkest,Eduard van Beinum;La Damnation de Faust, Op.24 - Part 1: 3. Marche hongroise;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
56402;Claude Debussy,Pierre Monteux;Images pour orchestre, L. 122: II. Ibéria: c) Le matin d'un jour de fête;['fr', 'french'];['fr', 'french'];fr;french;fr;french
56406;Ernest Chausson,Irma Kolassi,London Philharmonic Orchestra,Louis de Froment;Poème de l'amour et de la mer: 3. La mort de l'amour;['fr', 'french'];['fr', 'french'];fr;french;fr;french
56415;Gaston Bachelard;L'élément terrestre;['fr', 'french'];['fr', 'french'];fr;french;fr;french
56450;"Claude Debussy,André Vessieres,Derrir Olsen,Heinz Rehfuss', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet";"Pelléas et Mélisande, L.88 / Act 5: ""Attention...attention!""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
56451;Maurice Ravel,Robert Casadesus;Gaspard de la Nuit, M. 55: I. Ondine;['fr', 'french'];['fr', 'french'];fr;french;fr;french
56465;Franz Schubert,Rudolf Serkin;6 Moments musicaux, D. 780, Op. 94: No. 1 in C Major. Moderato;['fr', 'french'];['de', 'german'];de;german;fr;french
56471;Maurice Ravel,Robert Casadesus,Gaby Casadesus;Ma mère l'Oye, M. 60: V. Le jardin féerique;['fr', 'french'];['fr', 'french'];fr;french;fr;french
56504;Alexander Scriabin,Pierre Monteux,Roger Voisin;"Symphony No. 4, Op. 54 ""Le Poème de l'extase"": Lento - Allegro non troppo - Moderato avec délice";['fr', 'french'];['fr', 'french'];fr;french;fr;french
56507;Claude Debussy,Walter Gieseking;Debussy: Préludes, Book 2, L. 131, L. 123: IV. Les fées sont d'exquises danseuses;['fr', 'french'];['en', 'english'];en;english;fr;french
56540;Original Broadway Cast Of Can-Can;Montmart';['fr', 'french'];['en', 'english'];en;english;fr;french
56542;Claude Debussy,Walter Gieseking;Debussy: Préludes, Book 1, L. 125, L. 117: V. Les collines d'Anacapri;['fr', 'french'];['en', 'english'];en;english;fr;french
56550;Yves Montand;Les feuilles mortes - Live;['fr', 'french'];['fr', 'french'];fr;french;fr;french
56552;Yves Montand;La Marie Vison;['fr', 'french'];['fr', 'french'];fr;french;fr;french
56553;Yves Montand;Toi tu n'ressembles a personne - Récital au Théâtre de L'etoile;['fr', 'french'];['fr', 'french'];fr;french;fr;french
56563;Emmanuel Chabrier,Jacques Jansen,Jacqueline Bonneau;Villanelle des petits canards (Gérard);['fr', 'french'];['fr', 'french'];fr;french;fr;french
56568;Sacha Guitry,Jean Françaix;Mise en chantier du film;['fr', 'french'];['fr', 'french'];fr;french;fr;french
56579;Paul Hillemacher,Gladys Swarthout,George Troville;Séparation - Remastered;['fr', 'french'];['it', 'italian'];it;italian;fr;french
56588;Jean Giono,Taos Amrouche;Les silhouettes des grands-pères;['fr', 'french'];['fr', 'french'];fr;french;fr;french
56601;Jean Servais;L'or: Chapitre III 9;['fr', 'french'];['fr', 'french'];fr;french;fr;french
56602;Tristan Tzara;Sur une Ride du Soleil;['fr', 'french'];['ro', 'romanian'];ro;romanian;fr;french
56605;Maurice Ravel,Fritz Reiner;Rapsodie espagnole: Prélude à la nuit;['fr', 'french'];['de', 'german'];de;german;fr;french
56625;Louie Bellson;Phalanges;['fr', 'french'];['en', 'english'];en;english;fr;french
56632;Jean Marc Turine,Marguerite Duras;"""Cette petite affamée..."" à propos du Vice-Consul";['fr', 'french'];['fr', 'french'];fr;french;fr;french
56640;Claude Debussy,Arthur Gold,Robert Fizdale;Six épigraphes antiques, L. 131: II. Pour un tombeau sans nom;['fr', 'french'];['en', 'english'];en;english;fr;french
